HHID,State,District,Internet_Usage_Rate,Digital_Access_Index,Digital_Inclusion_Score,Urban_Rural
47571_13,Uttar Pradesh,Kannauj,2.0,2.0,2.0,Rural
43757_5,Uttar Pradesh,Unnao,1.4,5.4,5.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,2.4,2.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,5.4,5.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,2.4,2.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,5.4,5.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,2.4,2.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,5.4,5.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,2.4,2.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,5.4,5.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,2.4,2.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,5.4,5.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,2.4,2.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,5.4,5.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,2.4,2.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,5.4,5.4,Rural
43757_5,Uttar Pradesh,Unnao,1.4,2.4,2.4,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
48055_2,Karnataka,Hassan,1.5714285714285714,5.571428571428571,5.571428571428571,Rural
46701_4,Himachal Pradesh,Mandi,1.6666666666666667,4.666666666666667,4.666666666666667,Rural
44483_2,Odisha,Balangir,1.25,4.25,4.25,Rural
44483_2,Odisha,Balangir,1.25,3.25,3.25,Rural
44483_2,Odisha,Balangir,1.25,4.25,4.25,Rural
44483_2,Odisha,Balangir,1.25,3.25,3.25,Rural
44483_2,Odisha,Balangir,1.25,4.25,4.25,Rural
44483_2,Odisha,Balangir,1.25,3.25,3.25,Rural
44483_2,Odisha,Balangir,1.25,4.25,4.25,Rural
44483_2,Odisha,Balangir,1.25,3.25,3.25,Rural
44483_2,Odisha,Balangir,1.25,4.25,4.25,Rural
44483_2,Odisha,Balangir,1.25,3.25,3.25,Rural
44483_2,Odisha,Balangir,1.25,4.25,4.25,Rural
44483_2,Odisha,Balangir,1.25,3.25,3.25,Rural
44483_2,Odisha,Balangir,1.25,4.25,4.25,Rural
44483_2,Odisha,Balangir,1.25,3.25,3.25,Rural
44483_2,Odisha,Balangir,1.25,4.25,4.25,Rural
44483_2,Odisha,Balangir,1.25,3.25,3.25,Rural
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,6.083333333333333,6.083333333333333,Urban
25068_1,Madhya Pradesh,Dewas,1.0833333333333333,5.083333333333333,5.083333333333333,Urban
49814_7,West Bengal,Northtwentyfourparganas,1.2,5.2,5.2,Rural
46640_2,Jammu & Kashmir,Kishtwar,1.0,4.0,4.0,Rural
24563_4,Karnataka,Bangalore,1.3333333333333333,5.333333333333333,5.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,4.333333333333333,4.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,5.333333333333333,5.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,4.333333333333333,4.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,5.333333333333333,5.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,4.333333333333333,4.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,5.333333333333333,5.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,4.333333333333333,4.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,5.333333333333333,5.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,4.333333333333333,4.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,5.333333333333333,5.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,4.333333333333333,4.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,5.333333333333333,5.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,4.333333333333333,4.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,5.333333333333333,5.333333333333333,Urban
24563_4,Karnataka,Bangalore,1.3333333333333333,4.333333333333333,4.333333333333333,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
25329_1,Jharkhand,Purbi Singhbhum,1.1666666666666667,5.166666666666667,5.166666666666667,Urban
43862_12,Bihar,Pashchim Champaran,1.5,2.5,2.5,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
46336_2,Punjab,Shahid Bhagat,1.25,5.25,5.25,Rural
42574_7,Madhya Pradesh,Seoni,1.6,4.6,4.6,Rural
29520_12,Maharashtra,Nanded,1.25,5.25,5.25,Urban
24504_10,Karnataka,Udupi,1.5,5.5,5.5,Urban
26236_9,Delhi,East,1.25,5.25,5.25,Urban
40444_5,Tamil Nadu,Ariyalur,2.0,5.0,5.0,Rural
27065_16,Bihar,Patna,2.0,5.0,5.0,Urban
26388_9,Punjab,Sahibzada Ajit Singh Nagar,1.0,3.0,3.0,Urban
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
43147_1,Bihar,Rohtas,1.4,4.4,4.4,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
42390_6,Madhya Pradesh,Anuppur,1.5,3.5,3.5,Rural
27283_9,Uttar Pradesh,Kanpur Nagar,1.0,5.0,5.0,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,6.384615384615385,6.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,5.384615384615385,5.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,6.384615384615385,6.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,5.384615384615385,5.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,6.384615384615385,6.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,5.384615384615385,5.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,6.384615384615385,6.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,5.384615384615385,5.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,6.384615384615385,6.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,5.384615384615385,5.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,6.384615384615385,6.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,5.384615384615385,5.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,6.384615384615385,6.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,5.384615384615385,5.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,6.384615384615385,6.384615384615385,Urban
29633_1,Gujarat,Bhavnagar,1.3846153846153846,5.384615384615385,5.384615384615385,Urban
47011_11,Uttar Pradesh,Bareilly,2.0,3.0,3.0,Rural
47926_2,Uttar Pradesh,Pratapgarh,1.3636363636363635,5.363636363636363,5.363636363636363,Rural
47926_2,Uttar Pradesh,Pratapgarh,1.3636363636363635,4.363636363636363,4.363636363636363,Rural
47926_2,Uttar Pradesh,Pratapgarh,1.3636363636363635,5.363636363636363,5.363636363636363,Rural
47926_2,Uttar Pradesh,Pratapgarh,1.3636363636363635,4.363636363636363,4.363636363636363,Rural
47926_2,Uttar Pradesh,Pratapgarh,1.3636363636363635,5.363636363636363,5.363636363636363,Rural
